MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.6121,29,4.00696,1.11137,741,1.71926,34,-118.48,5
2.6736,52,3.69293,1.07337,521,1.41576,34,-118.48,5.00001
3.2609,22,3.65966,1.02416,1268,1.33193,33.99,-118.5,5.00001
2.7254,41,3.83483,0.985637,986,1.7702,34.02,-118.47,4.444
4.793,44,4.85491,1.06027,1019,2.27455,34.01,-118.47,4.708
4.4211,41,5.6569,1.16527,1047,2.19038,34.01,-118.47,4.629
3.755,40,3.87654,1.0776,1023,1.80423,34.01,-118.48,3.983
2.5417,41,3.63285,0.971014,482,2.3285,34.01,-118.47,4.182
4,48,5.4485,1.06977,664,2.20598,34.01,-118.46,5.00001
6.8901,46,5.12639,0.888476,688,2.55762,34.01,-118.46,5.00001
6.1014,44,5.2801,0.897906,958,2.50785,34.01,-118.47,4.801
2.9167,43,4.64,1.216,393,1.572,34.01,-118.47,4.611
3.7727,27,4.22275,1.11611,837,1.98341,34.01,-118.47,4.13
3.4583,41,4.58295,1.08527,1212,1.87907,34.02,-118.45,4.219
6.3521,45,5.61644,0.917808,565,2.57991,34.02,-118.45,4.934
3.0476,45,4.36625,1.11366,1690,1.9403,34.02,-118.46,4.562
6.0436,46,5.13174,1.002,1225,2.44511,34.02,-118.46,4.73
5.2571,39,4.71691,1.01704,1569,2.05636,34.02,-118.46,4.054
2.125,39,4.09615,0.846154,138,2.65385,34.03,-118.37,1.964
3.9537,44,4.42824,1.02083,1295,2.99769,34.03,-118.38,2.664
3.9615,45,4.36175,1.0104,1343,2.7921,34.02,-118.38,2.686
3.5909,38,4.26307,1.10801,1312,2.28571,34.02,-118.39,2.794
3.4375,45,4.20533,1.12267,1042,2.77867,34.02,-118.39,3.145
4.7612,18,4.9625,1.08073,3922,2.04271,34.01,-118.38,3.041
2.3571,25,3.7449,0.969388,543,1.84694,34.01,-118.39,3.406
4.1296,38,4.22278,1.08375,1091,1.82747,34.02,-118.39,3.229
3.9688,35,4.98198,1.03378,2101,2.36599,34.01,-118.39,3.551
5.4035,44,5.61654,0.984962,618,2.32331,34.01,-118.4,3.563
4.6932,40,4.49242,1.03788,371,2.81061,34.02,-118.4,3.328
5.2035,40,5.83955,1.00373,826,3.08209,34,-118.39,4.857
6.603,32,6.49751,1.0398,1030,2.56219,33.99,-118.39,3.692
5.1322,43,4.30986,0.950704,402,2.83099,33.99,-118.39,3.149
4.056,35,4.24638,1.11884,1104,3.2,34,-118.39,3.391
4.85,34,5.35693,0.988201,872,2.57227,34,-118.4,3.294
5.444,37,5.92278,0.996139,751,2.89961,34,-118.4,3.36
5.9632,36,5.89862,1.10599,704,3.24424,33.99,-118.4,3.281
5.4663,36,5.39648,0.938326,591,2.60352,33.99,-118.4,3.267
4.6687,44,5.78202,1.04905,1012,2.75749,34,-118.4,3.443
5.7405,48,5.32463,0.94403,693,2.58582,34.01,-118.4,3.516
4.5982,44,5.50685,1.07945,961,2.63288,34.01,-118.41,3.335
5.5284,37,5.4636,0.992337,689,2.63985,34,-118.41,3.31
5.3683,26,5.87559,1.05399,1218,2.85915,34.01,-118.41,5.00001
4.7031,43,3.89105,1.02918,1290,2.50973,34.01,-118.41,3.025
2.8797,33,3.57792,1.05411,2475,2.67857,34.01,-118.41,2.853
2.9213,42,3.89908,1.00459,997,2.2867,34.01,-118.42,3.05
2.55,38,4.43836,0.958904,268,3.67123,34,-118.41,2.714
5.0357,45,4.87062,0.956873,883,2.38005,34,-118.42,3.298
3.9643,46,5.52632,1.05263,69,3.63158,34,-118.41,2.75
3.2708,33,4.43191,1.16342,734,2.85603,34,-118.42,3.25
3.7614,37,3.94118,1.05294,1008,2.96471,34,-118.43,3.143
3.8021,45,4.87646,1.05128,1190,2.77389,33.99,-118.43,3.23
5.9641,44,4.35714,1.02857,156,2.22857,33.99,-118.44,2.75
5.3359,21,3.67789,1.09919,7431,1.5073,33.98,-118.44,5.00001
4.6277,21,3.98309,1.07045,5127,1.80592,33.99,-118.38,2.283
8.6718,32,7.07394,0.992958,1400,2.46479,33.99,-118.37,4.391
5.3194,35,6.02932,1.05537,1449,2.35993,33.99,-118.36,3.137
5.1695,36,6.20769,1.04423,1305,2.50962,33.99,-118.37,3.97
6.8112,25,7.07669,1.00797,2519,2.50896,33.98,-118.38,5.00001
6.431,30,7.06391,0.849624,740,2.78195,34,-118.35,4.925
5.3462,46,6.75,0.998016,1389,2.75595,34,-118.35,2.704
5.0514,48,5.97168,0.956427,1115,2.42919,33.99,-118.35,2.691
4.1375,43,5.07061,1.0458,1145,2.18511,33.99,-118.36,2.871
4.6406,45,5.50824,1.01099,909,2.49725,33.99,-118.36,2.689
3.2021,45,5.28144,1.2006,679,2.03293,33.99,-118.35,2.221
5.0407,44,6.72939,1.08457,1183,2.50106,34,-118.34,3.149
5.8993,49,7.05172,1.01232,1108,2.72906,34,-118.34,3.133
4.2917,52,6.32955,0.960227,486,2.76136,34,-118.33,2.476
4,49,6.8663,1.03621,1018,2.83565,34,-118.34,2.968
3.7344,47,6.2191,1.11798,437,2.45506,33.99,-118.34,1.794
3.825,48,6.16842,1.07895,497,2.61579,33.99,-118.34,1.83
6.939,40,7.07579,0.96577,1063,2.59902,34,-118.35,3.72
9.1232,20,7.62187,1.03147,5452,2.90773,34.13,-118.6,4.72
6.4018,42,5.48092,1.0687,324,2.47328,34.12,-118.58,5.00001
6.4504,35,5.24289,1.03282,1054,2.30635,34.11,-118.59,4.07
7.6091,43,5.64051,1.10886,960,2.43038,34.09,-118.6,4.385
6.91,40,4.92045,1.02841,399,2.26705,34.08,-118.6,3.8
4.625,16,4.98438,0.921875,149,2.32812,34.07,-118.6,4.333
9.7646,23,4.97561,0.97561,117,2.85366,34.08,-118.69,5.00001
10.076,12,6.99454,0.997268,907,2.47814,34.1,-118.66,5.00001
5.8735,35,5.81164,1.05666,1521,2.32925,34.11,-118.63,4.481
9.1228,17,7.81114,1.04155,6214,2.9339,34.16,-118.67,5.00001
3.9934,18,4.85714,0.809524,55,2.61905,34.08,-118.68,5.00001
6.7273,9,9.16952,1.2991,3029,2.46862,34.13,-118.68,5.00001
6.5571,10,6.46142,1.06231,2030,3.01187,34.13,-118.76,5.00001
4.5333,34,7.11356,1.26814,857,2.70347,34.1,-118.75,3.773
5.4032,7,5.94865,1.09845,9873,2.46087,34.14,-118.72,3.185
8.0137,9,7.73467,1.04121,12873,3.27474,34.16,-118.78,3.992
6.8474,9,6.35,0.994444,647,3.59444,34.15,-118.8,3.567
5.3749,16,7.78364,1.02111,1228,3.24011,34.17,-118.75,3.461
5.8788,12,7.78031,1.09637,2484,2.57409,34.11,-118.84,5.00001
6.9935,22,6.98265,1.03531,4054,2.42609,34.14,-118.82,3.855
5.8548,7,6.44421,1.08155,1143,2.45279,34.14,-118.79,5.00001
7.9184,19,5.97089,1.17466,2782,4.7637,34.05,-118.74,5.00001
8.0144,16,8.19186,1.4186,970,5.63953,34.07,-118.86,5.00001
7.7848,19,7.35849,1.20156,5175,2.3815,34.02,-118.88,5.00001
8.4476,21,7.53831,1.13556,1509,2.96464,34.04,-118.85,5.00001
6.83,28,6.74874,1.0804,487,2.44724,34.05,-118.78,5.00001
8.8666,25,6.98113,1.08962,1560,2.45283,34.06,-118.58,5.00001
8.4331,36,6.26687,1.43252,606,1.8589,34.02,-118.6,5.00001
7.4001,25,5.90017,0.971714,1530,2.54576,34.06,-118.62,5.00001
8.7364,23,7.28311,1.21275,2750,2.27649,34.02,-118.66,5.00001
2.9541,15,5.52037,1.15741,1694,3.13704,34.71,-117.76,1.067
4.002,5,5.32306,0.988152,4614,3.64455,34.63,-117.84,1.151
3.8803,6,5.76249,1.0466,6163,3.46042,34.58,-117.78,1.2
3.46,32,6.88431,1.26667,1733,3.39804,34.71,-117.96,1.239
2.4348,34,4.91129,1.14919,797,3.21371,34.74,-118.09,1.048
2.5764,14,5.08984,1.00391,1228,2.39844,34.71,-118.06,1.5
4.0211,4,6.37047,1.1362,10493,2.85835,34.68,-118.09,1.44
5.3267,6,6.66368,1.06188,3489,3.12915,34.68,-118.11,1.401
4.6417,17,6.8292,1.07438,1219,3.35813,34.69,-118.12,1.257
4.6629,12,6.82798,1.12323,2439,3.13094,34.68,-118.12,1.315
2.75,34,5.5567,1.0232,1269,3.27062,34.69,-118.13,0.968
4.025,28,5.93388,1.02479,347,2.86777,34.68,-118.13,1.026
2.67,33,6.14789,1.24648,425,2.99296,34.65,-118.1,1.875
2.4012,5,5.76663,1.17378,2602,2.58391,34.71,-118.09,1.594
4.9806,5,7.25718,1.15417,4562,3.19692,34.7,-118.1,1.411
2.8548,6,8.09591,1.42806,1543,2.74067,34.7,-118.09,1.385
2.415,16,4.92327,1.03019,1524,1.91698,34.71,-118.1,1.375
2.5179,26,5.33417,1.03783,2789,3.51702,34.71,-118.12,1.04
1.125,46,5.71429,1.42857,14,2,34.71,-118.12,2.25
4.3229,7,5.62357,1.01259,2833,3.24142,34.7,-118.12,1.3
1.1296,34,4.3565,1.12108,1078,2.41704,34.7,-118.13,0.938
3.682,32,5.45319,1.1367,1986,2.95097,34.69,-118.13,1.088
3.7804,27,5.77247,0.957935,1580,3.02103,34.69,-118.12,1.135
2.4432,31,4.42857,1.09967,1337,2.22093,34.68,-118.14,1.011
3.4327,35,5.88333,1.03889,1108,3.07778,34.69,-118.14,1.003
4.2679,33,5.75665,0.99182,1447,2.9591,34.68,-118.14,1.196
4.5455,25,5.51133,1.1068,775,2.50809,34.68,-118.14,1.265
2.5902,17,4.30791,1.19712,1571,2.26043,34.68,-118.16,0.854
3.25,32,5.22088,0.939759,712,2.85944,34.69,-118.15,1.075
3.7807,9,4.99768,1.0453,2240,2.60163,34.68,-118.16,1.109
3.5732,5,4.64092,1.11266,6291,2.37038,34.67,-118.15,1.469
4.6591,20,6.75806,1.08065,551,2.96237,34.65,-118.14,2.472
4.625,15,7.27,1.20333,1057,3.52333,34.72,-118.14,1.181
4.1719,27,6.81066,1.13152,2680,3.03855,34.71,-118.16,1.172
3.5625,36,5.352,1,709,2.836,34.71,-118.15,1.014
2.8194,33,6.2754,1.23262,1482,3.96257,34.71,-118.14,0.93
1.1917,32,4.31111,0.918519,588,2.17778,34.71,-118.14,0.869
2.5278,35,5.01,1.03,842,2.80667,34.71,-118.15,0.977
2.0182,36,4.15517,1.0931,678,2.33793,34.7,-118.14,0.984
1.2532,12,3.45645,1.06969,1071,1.86585,34.7,-118.14,1.021
3.9615,36,5.9646,1.00442,1192,2.63717,34.7,-118.15,1.163
4.8787,33,6.1046,1.03347,1365,2.85565,34.7,-118.16,1.277
3.9028,35,5.71376,1.06972,1974,3.62202,34.69,-118.16,1.268
3.2699,34,4.82886,1.09732,708,2.37584,34.69,-118.14,1
2.1167,48,4.53618,1.07566,696,2.28947,34.69,-118.14,0.949
4.7875,19,6.00701,1.05254,1817,3.18214,34.76,-118.28,1.636
2.1979,16,6.16667,1.12121,704,2.13333,34.77,-118.19,1.464
4.875,5,7.10172,1.17606,7694,6.02034,34.69,-118.2,1.634
4.1667,12,6.74171,1.10912,2188,3.0221,34.69,-118.17,1.719
6.6772,13,7.37707,1.06768,2288,3.16022,34.68,-118.17,1.856
5.0285,8,6.66371,1.07683,5731,3.38712,34.67,-118.19,1.679
4.5659,5,6.01296,1.11951,3723,2.68035,34.67,-118.17,1.403
3.9963,33,5.67197,1.03822,913,2.90764,34.65,-118.19,1.268
5.7049,9,6.69957,1.08584,731,3.13734,34.66,-118.17,1.732
4.3636,28,6.13802,1.0625,1162,3.02604,34.67,-118.22,1.797
3.6382,25,7.77219,1.14497,1059,3.13314,34.66,-118.23,1.382
4.9,17,6.50171,1.12969,1867,3.18601,34.66,-118.22,1.524
3.0441,17,5.29233,1.07672,2313,3.05952,34.65,-118.21,1.401
3.5673,17,5.45373,1.03881,766,2.28657,34.65,-118.23,1.363
3.2125,19,5.20755,1.21698,314,2.96226,34.68,-118.27,1.854
3.3173,18,5.64537,1.12367,2837,2.32351,34.65,-118.29,2.184
4.8409,31,4.67559,0.913043,884,2.95652,34.62,-118.32,2.649
4.3456,18,4.99731,1.00806,913,2.4543,34.58,-118.38,1.489
5.0839,25,6.03922,1.15098,1558,3.0549,34.73,-118.61,1.567
4.2941,10,5.80563,1.14648,2164,3.04789,34.7,-118.4,1.516
1.4091,34,5.78571,1.85714,53,3.78571,34.63,-117.92,1.375
2.7396,7,6.54808,1.20192,485,4.66346,34.59,-117.92,1.256
3.1946,5,5.61862,1.06106,3569,3.57257,34.57,-117.93,1.327
3.9766,8,5.62843,1.04523,2169,3.50404,34.53,-117.9,1.358
3.8594,10,5.47458,1.05273,1681,3.16573,34.53,-117.96,1.41
4.0945,13,5.7332,1.08961,1492,3.0387,34.53,-117.98,1.357
1.9722,31,3.87154,1.04786,1239,3.12091,34.63,-118.09,0.992
2.1413,38,4.67925,1.03774,261,4.92453,34.62,-118.02,0.969
4.1573,19,6.16263,1.04844,1677,2.90138,34.63,-118.18,2.281
7.1381,7,7.4247,1.01205,978,2.94578,34.61,-118.17,2.922
6.4865,2,8.05267,1.13314,4098,2.99781,34.6,-118.16,2.044
2.3958,33,4.94131,1.1219,1459,3.29345,34.6,-118.12,0.945
3.7344,33,5.31738,1.0806,1067,2.68766,34.59,-118.15,1.114
4.9904,5,7.84301,1.22473,3123,3.35806,34.6,-118.16,1.541
4.7097,12,6.50526,1.07368,1048,2.75789,34.56,-118.21,2.621
5.3799,4,7.94463,1.18771,5839,3.23311,34.63,-118.22,2.224
5.9508,16,6.03991,1.00235,1273,2.98826,34.64,-118.21,1.811
2.0547,13,4.86778,1.21043,1949,3.62942,34.58,-118.12,1.026
3.7464,29,4.90683,0.983437,1746,3.61491,34.58,-118.13,1.135
3.7636,6,6.09624,1.16718,4892,3.01789,34.57,-118.14,1.676
3.9936,5,5.83877,1.04529,3427,3.10417,34.56,-118.12,1.485
3.275,32,5.57678,1.14607,774,2.89888,34.58,-118.1,1.035
2.6658,29,4.96161,1.05236,1517,2.64747,34.58,-118.1,1.069
3.3086,7,5.18103,1.10221,11973,3.04424,34.57,-118.1,1.381
4.5266,4,6.35896,1.09642,4970,3.23779,34.57,-118.09,1.429
4.1719,5,6.625,1.10714,631,3.75595,34.58,-118.08,1.466
4.0147,34,6.02469,1.05996,1929,3.40212,34.58,-118.07,1.074
3.86,36,5.74231,0.992308,899,3.45769,34.58,-118.06,1.093
3.0101,12,4.74846,1.05672,2169,2.67448,34.58,-118.08,1.163
4.2329,5,5.73408,1.01732,5871,3.27989,34.56,-118.07,1.455
4.5615,14,6.24272,1.07646,2846,3.45388,34.56,-118.08,1.372
4.0729,4,6.16333,1.11389,4546,2.84481,34.58,-118.03,1.543
5.083,4,6.96861,1.11576,5391,3.52583,34.57,-118.02,1.513
4.071,2,6.2814,1.23256,1368,3.1814,34.55,-118.01,1.374
4.5237,5,6.10373,1.12071,8152,3.07507,34.55,-118.08,1.418
4.8667,14,6.92574,1.13614,1236,3.05941,34.51,-118.07,2.399
5.9507,11,6.18587,1.02248,8721,3.11131,34.43,-118.37,2.252
10.0285,22,8.95766,1.12903,1573,3.17137,34.41,-118.4,5.00001
5.9171,14,6.01724,1.02069,1710,2.94828,34.52,-118.35,3.333
6.5538,7,6.30962,1.0251,2298,3.20502,34.52,-118.22,3.116
4.7778,6,7.35823,1.14937,2275,2.87975,34.5,-118.26,3.404
4.7437,10,5.9027,1.09459,1119,3.02432,34.46,-118.27,2.94
4.8295,10,5.939,1.01307,1773,3.86275,34.44,-118.13,3.191
3.7043,12,6.38704,1.10741,1502,2.78148,34.49,-117.89,1.508
4.5769,32,6.34114,1.14381,806,2.69565,34.48,-117.96,1.594
3.2765,18,6.32627,1.26483,1355,2.87076,34.45,-117.79,1.65
4.542,12,5.78107,1.0686,10475,2.33296,34.4,-118.46,1.953
6.0097,25,5.97222,0.87963,689,3.18981,34.45,-118.5,2.202
5.9263,3,6.5508,1.05179,3032,3.01992,34.52,-118.5,2.518
3.375,36,4.94118,0.705882,29,1.70588,34.47,-118.48,1.875
5.5061,17,6.92313,1.13486,4956,3.34187,34.46,-118.5,2.394
5.3209,26,5.76543,0.91358,519,3.2037,34.44,-118.52,1.85
5.1163,19,6.22521,1.04752,1356,2.80165,34.44,-118.53,2.332
5.2374,26,5.24051,0.943038,508,3.21519,34.45,-118.53,1.855
6.0398,19,6.65803,1.01036,650,3.36788,34.44,-118.53,2.178
6.1281,5,6.6125,1.08922,7270,3.13362,34.46,-118.52,2.362
5.5981,10,5.74453,1.01043,3002,3.13034,34.45,-118.53,2.201
6.1082,15,6.90187,1.02028,3733,3.02758,34.43,-118.51,2.537
4.7007,25,5.82456,1.02339,1884,3.67251,34.42,-118.46,1.695
8.1344,5,7.04186,1.02326,1355,6.30233,34.5,-118.44,3.59
4.6861,16,5.49426,1.05492,7030,2.88115,34.44,-118.45,1.879
5.4829,15,6.07517,1.03832,4453,3.2815,34.43,-118.49,1.996
4.4107,23,5.607,1.0175,2082,2.80215,34.42,-118.49,2.134
5.0166,21,5.32946,1.00388,728,2.82171,34.42,-118.48,2.29
3.038,17,4.54229,1.13433,530,2.63682,34.42,-118.47,2.385
5.2887,25,6.34449,1.0315,1763,3.47047,34.42,-118.47,1.83
6.2971,13,6.25,1.00694,1799,3.12326,34.42,-118.43,2.183
4.2037,5,5.43309,1.12867,9842,2.53268,34.43,-118.43,1.946
6.3277,14,7.07607,1.09083,7087,3.2674,34.44,-118.55,2.377
1.9667,2,5.71598,1.59763,233,1.3787,34.42,-118.56,4.5
4.0579,5,4.87651,1.08475,2062,2.49637,34.59,-118.61,1.671
5.4284,5,6.17698,1.07053,7158,3.09736,34.53,-118.7,2.363
3.775,9,6.10363,1.21503,1556,4.03109,34.43,-118.66,1.55
4.2391,5,5.12381,0.933333,8733,83.1714,34.47,-118.59,1.546
5.0151,4,4.89698,1.15075,868,2.1809,34.31,-118.61,2.852
3.6625,21,4.482,1.04337,3384,2.76923,34.39,-118.52,2.281
3.227,18,3.8325,1.01675,2305,3.86097,34.38,-118.53,1.361
6.8299,18,6.39024,0.942073,1044,3.18293,34.38,-118.54,2.621
5.305,5,5.5621,1.11773,4768,3.42283,34.4,-118.52,3.112
3.9118,8,6.47386,1.43676,1342,2.26307,34.37,-118.53,3.337
7.6059,27,7.14634,1.04878,917,3.19512,34.37,-118.54,3.237
5.8703,5,6.5356,1.10217,2024,3.13313,34.36,-118.52,5.00001
6.776,21,6.75337,1.02408,3331,3.20906,34.37,-118.55,2.781
4.8536,23,5.55446,1.0297,1984,2.80622,34.37,-118.56,2.026
5.8602,8,5.56359,1.0409,9936,2.62164,34.41,-118.55,2.651
6.3002,24,6.25225,1.02903,2803,2.80581,34.38,-118.55,2.829
5.6798,4,6.39564,1.19099,6902,2.54969,34.41,-118.56,3.209
6.8419,16,6.82252,1.02971,3789,2.96247,34.39,-118.55,3.233
6.6916,2,9.76998,1.44046,1787,2.91517,34.38,-118.61,3.295
4.1932,52,3.56889,1.18667,628,2.79111,34.24,-117.86,0.14999
3.9583,52,8.16981,1.30189,147,2.77358,34.23,-118.12,1.625
1.9875,52,3.1875,0.90625,54,1.6875,34.32,-118.35,1.917
4.1125,39,5.16561,1.13057,903,2.8758,34.3,-118.38,1.83
4.5491,34,7.39706,1.45588,275,4.04412,34.36,-118.29,3.75
2.3482,26,20.3367,3.52764,571,2.86935,37.34,-119.53,1.795
3.5893,14,9.28205,2,88,2.25641,37.32,-119.51,2.143
3.0924,14,7.76299,1.46429,798,2.59091,37.29,-119.56,1.146
2.9449,17,5.6248,1.15421,1603,2.54849,37.21,-119.45,0.956
3.55,17,4.79401,0.951311,707,2.64794,37.09,-119.65,1.063
3.5446,19,6.80457,1.27027,1164,2.41996,37.39,-119.59,1.065
2.7813,10,5.30479,1.03275,1003,2.52645,37.39,-119.66,1.241
3.1326,13,6.64841,1.11239,925,2.66571,37.35,-119.68,1.198
2.6071,16,5.77507,1.14905,989,2.68022,37.38,-119.72,1.037
2.3565,11,5.3358,1.10617,820,2.02469,37.32,-119.65,1.223
2.8393,15,5.4274,1.08384,1267,2.591,37.31,-119.64,1.044
2.625,13,6.40149,1.20818,712,2.64684,37.29,-119.6,1.375
3.0224,7,7.14979,1.31013,1268,2.67511,37.33,-119.62,1.478
3.625,17,5.78933,1.03733,1042,2.77867,37.23,-119.91,0.944
3.375,8,5.67123,1.15068,413,2.82877,37.1,-119.85,0.807
2.8167,10,6.08008,1.15039,1508,2.94531,37.19,-119.68,0.961
4.1099,8,6.08168,1.0175,2383,2.78063,37.19,-119.77,1.136
2.7413,13,5.57174,1.07448,2284,2.50164,37.27,-119.67,1.231
2.4054,38,6.10072,1.08273,985,3.54317,37.11,-120.31,1.125
2.9306,37,5.43636,1.06182,858,3.12,37.04,-120.35,0.463
3.2868,21,5.94483,1.0931,1006,3.46897,37.04,-120.25,0.917
1.9073,29,5.63559,1.10734,1261,3.56215,37.12,-120.16,0.792
2.6694,18,5.36555,0.983193,674,2.83193,37.11,-120.27,0.759
1.5319,20,4.52193,1.02193,1285,2.81798,37.11,-120.25,0.505
1.2794,33,4.33597,1.00395,627,2.47826,37.11,-120.26,0.507
1.7279,42,5.4381,1.12381,597,2.84286,37.12,-120.27,0.523
1.9464,36,4.97551,1.05306,639,2.60816,37.12,-120.27,0.57
2.9861,17,5.37641,1.01454,1580,2.5525,37.12,-120.27,0.815
2.0278,33,5.45815,1.10132,648,2.85463,37.13,-120.26,0.588
2.9688,16,5.32124,1.03109,673,3.48705,36.99,-120.43,0.638
2.4219,34,4.95018,1.05694,943,3.35587,36.88,-120.29,0.839
2.125,24,4.33557,0.899329,454,3.04698,36.95,-120.06,0.619
2.2375,19,4.74211,0.963158,700,3.68421,36.94,-120.06,0.643
2.6941,11,5.59938,1.0854,2074,3.2205,36.93,-120.04,0.633
2.2527,18,4.52871,1.05743,1339,2.65149,36.95,-120.05,0.652
2.6012,21,6.03986,1.09783,861,3.11957,36.98,-120.21,0.922
3,18,4.45614,0.912281,393,3.44737,36.96,-120.16,1.563
3.8952,17,6.23881,1.06343,1624,3.02985,36.96,-120.11,0.953
1.9063,18,5.66197,1.07042,213,3,37.06,-120.08,0.958
3.4598,11,5.58841,1.00297,2374,3.52749,37,-120.09,0.746
3.5258,13,6.09971,1.0455,3840,3.71733,37.02,-120.06,0.849
3.125,14,7.27111,1.12444,766,3.40444,37.04,-119.94,0.885
3.7143,9,5.45085,1.00678,1057,3.58305,37.02,-120.09,0.816
2.6087,18,5.60674,1.06461,1327,3.72753,36.96,-119.95,0.96
1.8431,25,4.46203,1.01688,1976,4.16878,36.95,-120.02,0.539
4.277,11,6.05542,0.983133,1360,3.27711,36.94,-119.9,0.985
4.475,13,5.97089,0.991684,1607,3.34096,36.97,-119.85,1.024
4.5347,12,6.5041,1.06557,1590,3.2582,36.93,-119.88,1.012
4.3625,13,6.97073,1.01951,702,3.42439,36.93,-119.87,1.118
2.5388,12,4.50882,0.95466,1399,3.52393,36.98,-120.07,0.596
1.4712,12,5.25194,1.11434,1724,3.34109,36.98,-120.06,0.604
2.5288,16,5.31564,1.06026,2463,3.53372,36.98,-120.05,0.618
1.8444,20,5.05985,1.06484,983,2.45137,36.97,-120.05,0.471
1.625,38,4.61677,1.08982,1220,3.65269,36.97,-120.06,0.528
1.5662,28,3.83088,0.987745,1564,3.83333,36.97,-120.07,0.48
3.6181,34,6.4469,1.05752,557,2.4646,36.96,-120.07,0.965
3.8257,13,5.58403,0.980033,1458,2.42596,36.97,-120.08,0.942
4.8187,20,7.66423,1.15693,910,3.32117,36.96,-120.1,0.909
4.1544,16,6.40557,1.0159,1425,2.833,36.95,-120.09,1.194
3.1136,36,5.7135,0.961433,954,2.6281,36.96,-120.08,0.738
2.4196,41,6.80702,1.23392,476,2.78363,36.95,-120.08,0.707
1.6071,27,4.19048,1.03896,587,2.54113,36.97,-120.07,0.55
1.4044,35,4.65915,1.07268,1208,3.02757,36.97,-120.06,0.617
1.4267,37,4.29185,1.12017,1092,4.6867,36.96,-120.05,0.523
1.4,31,2.80645,1.02419,913,3.68145,36.95,-120.05,0.525
1.6534,44,4.4878,1.02787,723,2.51916,36.96,-120.06,0.614
2.2898,42,4.56398,1.0237,471,2.23223,36.96,-120.07,0.661
1.4511,32,4.64469,1.03663,549,2.01099,36.96,-120.07,0.652
1.8973,20,4.07854,1.00766,1845,3.53448,36.97,-120.04,0.516
1.3713,23,4.32994,1.03055,2091,4.25866,36.96,-120.04,0.518
1.3594,36,5.02632,1.14145,1334,4.38816,36.95,-120.04,0.483
2.5833,26,5.05512,0.940945,820,3.22835,36.9,-119.98,0.623
4.665,14,7.49219,1.10938,2047,3.19844,36.92,-119.81,1.213
3.0234,31,5.4642,1.11316,1933,4.4642,36.86,-119.98,0.65
2.234,32,4.89227,1.09602,1765,4.13349,36.87,-120.13,0.617
4.9286,43,5.98049,1.19024,491,2.39512,38.1,-122.49,3.07
7.5412,16,7.03333,0.957143,1659,2.63333,38.14,-122.54,3.921
5.0029,26,5.72627,0.984547,2341,2.58389,38.1,-122.55,2.556
6.4092,14,6.5289,0.985549,1127,3.25723,38.15,-122.62,3.349
5.3755,20,7.09375,1.03125,601,2.68304,38.13,-122.59,2.909
7.5,9,6.85263,0.931579,682,3.58947,38.15,-122.58,4.232
3.1981,24,4.19795,1.07625,1583,2.32111,38.11,-122.57,2.153
3.4705,32,4.86999,1.03458,1706,2.35961,38.11,-122.57,2.286
6.0132,25,6.67581,0.98199,3445,2.95455,38.12,-122.59,2.879
4.9286,13,6.52857,1.13117,1912,2.48312,38.12,-122.58,3.095
3.8068,19,5.21429,0.97619,873,2.59821,38.11,-122.6,2.016
5.3962,23,6.89705,1.03272,3594,2.86832,38.11,-122.6,3.015
5.5524,21,6.15665,0.974684,1968,3.11392,38.11,-122.65,2.792
6.9081,18,8.20767,1.08598,2311,3.05688,38.09,-122.61,3.687
4.6463,22,5.39636,1.04545,5600,2.54545,38.1,-122.58,2.763
5.615,27,6.67837,1.00863,4406,2.71473,38.08,-122.58,2.856
6.7232,5,7.43781,1.16915,555,2.76119,38.07,-122.55,3.45
4.1705,17,4.66699,1.03058,4684,2.27379,38.09,-122.56,2.098
5.0965,19,5.974,1.04054,6109,2.33614,38.06,-122.56,2.953
3.0573,38,4.75736,0.99439,1894,2.65638,38.07,-122.55,3.508
6.0433,20,6.47076,1.00999,1812,2.58488,38.07,-122.41,4.359
3.0742,24,5.04947,1.02926,5162,2.74574,38.06,-122.51,1.188
3.4432,16,5.26408,1.02817,472,1.66197,38.01,-122.53,0.675
4.1289,13,4.57204,1.11206,2146,2.29029,38.03,-122.44,1.792
4.3182,36,5.62625,1.04,2196,2.745,38.01,-122.45,2.527
5.4781,27,6.38241,1.08589,1318,2.6953,38.01,-122.53,3.109
3.9519,17,4.51013,0.987109,1157,2.13076,38,-122.51,2.742
7.7197,26,6,1,19,2.375,38,-122.49,4
6.0902,29,6.12116,0.99744,3063,2.61348,38.03,-122.55,2.932
6.5253,24,7.28125,1.00625,911,2.84687,38.03,-122.57,3.877
6.5249,34,6.66784,1.02473,815,2.87986,38.03,-122.56,3.248
8.3646,25,8.40394,1.12069,1238,3.04926,38.04,-122.59,3.973
5.6512,33,6.76437,1.05536,3798,2.69553,38.02,-122.57,3.14
4.6,21,5.38693,1.00503,840,2.11055,38.01,-122.56,2.395
6.4978,27,6.71833,0.958221,1928,2.59838,38.02,-122.55,3.615
6.3314,27,6.491,0.944354,1657,2.71195,38.01,-122.55,3.422
3.18,28,4.27,1.0325,1694,2.1175,38,-122.54,2.77
3.9265,18,4.31994,1.11219,1395,1.93213,38,-122.55,3.011
7.3521,32,6.77576,1.05455,818,2.47879,37.99,-122.54,4.44
