linha,parte
11462,treino
11463,validacao
11464,validacao
11465,treino
11466,treino
11467,treino
11468,teste
11469,teste
11470,teste
11471,treino
11472,treino
11473,treino
11474,teste
11475,teste
11476,teste
11477,treino
11478,teste
11479,treino
11480,treino
11481,treino
11482,treino
11483,validacao
11484,treino
11485,treino
11486,treino
11487,treino
11488,treino
11489,treino
11490,teste
11491,treino
11492,teste
11493,teste
11494,validacao
11495,teste
11496,validacao
11497,treino
11498,treino
11499,treino
11500,treino
11501,teste
11502,treino
11503,treino
11504,treino
11505,treino
11506,treino
11507,teste
11508,teste
11509,treino
11510,validacao
11511,treino
11512,validacao
11513,validacao
11514,teste
11515,treino
11516,validacao
11517,treino
11518,validacao
11519,teste
11520,teste
11521,treino
11522,teste
11523,treino
11524,treino
11525,validacao
11526,teste
11527,teste
11528,validacao
11529,treino
11530,teste
11531,treino
11532,validacao
11533,validacao
11534,teste
11535,validacao
11536,teste
11537,treino
11538,treino
11539,validacao
11540,validacao
11541,validacao
11542,teste
11543,teste
11544,teste
11545,treino
11546,treino
11547,validacao
11548,treino
11549,treino
11550,validacao
11551,validacao
11552,treino
11553,validacao
11554,validacao
11555,treino
11556,treino
11557,validacao
11558,validacao
11559,teste
11560,treino
11561,teste
11562,treino
11563,teste
11564,treino
11565,treino
11566,treino
11567,teste
11568,treino
11569,treino
11570,treino
11571,treino
11572,treino
11573,treino
11574,teste
11575,validacao
11576,teste
11577,teste
11578,treino
11579,treino
11580,validacao
11581,treino
11582,validacao
11583,treino
11584,treino
11585,validacao
11586,treino
11587,treino
11588,treino
11589,validacao
11590,validacao
11591,teste
11592,validacao
11593,teste
11594,validacao
11595,treino
11596,teste
11597,validacao
11598,treino
11599,treino
11600,validacao
11601,teste
11602,teste
11603,validacao
11604,validacao
11605,treino
11606,treino
11607,validacao
11608,teste
11609,validacao
11610,teste
11611,treino
11612,treino
11613,teste
11614,treino
11615,teste
11616,treino
11617,treino
11618,teste
11619,treino
11620,treino
11621,treino
11622,treino
11623,treino
11624,treino
11625,treino
11626,treino
11627,treino
11628,treino
11629,treino
11630,treino
11631,treino
11632,validacao
11633,treino
11634,treino
11635,teste
11636,treino
11637,treino
11638,treino
11639,treino
11640,treino
11641,treino
11642,validacao
11643,validacao
11644,teste
11645,treino
11646,validacao
11647,validacao
11648,treino
11649,validacao
11650,validacao
11651,validacao
11652,teste
11653,treino
11654,validacao
11655,treino
11656,validacao
11657,treino
11658,teste
11659,teste
11660,treino
11661,validacao
11662,treino
11663,treino
11664,validacao
11665,teste
11666,treino
11667,treino
11668,treino
11669,teste
11670,treino
11671,validacao
11672,validacao
11673,teste
11674,teste
11675,treino
11676,treino
11677,teste
11678,treino
11679,treino
11680,treino
11681,validacao
11682,treino
11683,teste
11684,treino
11685,treino
11686,treino
11687,treino
11688,treino
11689,treino
11690,treino
11691,treino
11692,validacao
11693,treino
11694,validacao
11695,validacao
11696,treino
11697,teste
11698,treino
11699,treino
11700,treino
11701,treino
11702,treino
11703,treino
11704,treino
11705,treino
11706,treino
11707,validacao
11708,treino
11709,treino
11710,teste
11711,teste
11712,validacao
11713,treino
11714,treino
11715,treino
11716,teste
11717,teste
11718,treino
11719,teste
11720,treino
11721,treino
11722,validacao
11723,treino
11724,validacao
11725,treino
11726,teste
11727,validacao
11728,treino
11729,teste
11730,treino
11731,treino
11732,treino
11733,treino
11734,teste
11735,teste
11736,validacao
11737,validacao
11738,treino
11739,treino
11740,treino
11741,treino
11742,treino
11743,treino
11744,treino
11745,teste
11746,teste
11747,treino
11748,teste
11749,treino
11750,treino
11751,teste
11752,validacao
11753,treino
11754,teste
11755,treino
11756,treino
11757,teste
11758,teste
11759,treino
11760,validacao
11761,treino
11762,validacao
11763,treino
11764,teste
11765,validacao
11766,validacao
11767,treino
11768,validacao
11769,validacao
11770,treino
11771,teste
11772,treino
11773,treino
11774,teste
11775,validacao
11776,treino
11777,teste
11778,validacao
11779,treino
11780,validacao
11781,treino
11782,validacao
11783,teste
11784,treino
11785,validacao
11786,treino
11787,treino
11788,treino
11789,teste
11790,teste
11791,treino
11792,treino
11793,treino
11794,teste
11795,treino
11796,validacao
11797,teste
11798,teste
11799,treino
11800,validacao
11801,treino
11802,teste
11803,treino
11804,teste
11805,treino
11806,treino
11807,treino
11808,teste
11809,treino
11810,treino
11811,teste
11812,treino
11813,treino
11814,treino
11815,treino
11816,teste
11817,treino
11818,treino
11819,treino
11820,treino
11821,treino
11822,treino
11823,teste
11824,treino
11825,validacao
11826,validacao
11827,treino
11828,teste
11829,treino
11830,treino
11831,treino
11832,validacao
11833,teste
11834,treino
11835,teste
11836,validacao
11837,treino
11838,treino
11839,treino
11840,treino
11841,validacao
11842,treino
11843,validacao
11844,treino
11845,validacao
11846,validacao
11847,treino
11848,validacao
11849,validacao
11850,validacao
11851,treino
11852,teste
11853,teste
11854,teste
11855,validacao
11856,treino
11857,treino
11858,treino
11859,treino
11860,teste
11861,teste
11862,treino
11863,treino
11864,treino
11865,treino
11866,treino
11867,treino
11868,validacao
11869,treino
11870,treino
11871,treino
11872,teste
11873,treino
11874,treino
11875,teste
11876,treino
11877,treino
11878,treino
11879,teste
11880,treino
11881,validacao
11882,treino
11883,treino
11884,teste
11885,treino
11886,treino
11887,teste
11888,teste
11889,teste
11890,validacao
11891,treino
11892,treino
11893,treino
11894,teste
11895,treino
11896,validacao
11897,teste
11898,validacao
11899,treino
11900,treino
11901,treino
11902,treino
11903,treino
11904,teste
11905,treino
11906,treino
11907,treino
11908,treino
11909,treino
11910,teste
11911,treino
11912,teste
11913,treino
11914,treino
11915,treino
11916,teste
11917,validacao
11918,treino
11919,teste
11920,treino
11921,teste
11922,treino
11923,treino
11924,teste
11925,validacao
11926,treino
11927,teste
11928,treino
11929,validacao
11930,validacao
11931,validacao
11932,treino
11933,treino
11934,treino
11935,treino
11936,validacao
11937,validacao
11938,treino
11939,validacao
11940,treino
11941,treino
11942,treino
11943,validacao
11944,treino
11945,treino
11946,teste
11947,validacao
11948,validacao
11949,validacao
11950,treino
11951,treino
11952,validacao
11953,teste
11954,teste
11955,treino
11956,treino
11957,treino
11958,validacao
11959,treino
11960,treino
11961,treino
11962,teste
11963,treino
11964,treino
11965,treino
11966,treino
11967,validacao
11968,validacao
11969,teste
11970,treino
11971,treino
11972,teste
11973,teste
11974,treino
11975,treino
11976,validacao
11977,treino
11978,validacao
11979,treino
11980,validacao
11981,validacao
11982,treino
11983,teste
11984,validacao
11985,validacao
11986,teste
11987,treino
11988,treino
11989,treino
11990,treino
11991,treino
11992,treino
11993,treino
11994,treino
11995,validacao
11996,treino
11997,treino
11998,treino
11999,treino
12000,treino
12001,validacao
12002,treino
12003,treino
12004,treino
12005,treino
12006,treino
12007,treino
12008,treino
12009,validacao
12010,validacao
12011,treino
12012,treino
12013,treino
12014,treino
12015,treino
12016,teste
12017,treino
12018,treino
12019,treino
12020,treino
12021,treino
12022,teste
12023,treino
12024,validacao
12025,teste
12026,validacao
12027,treino
12028,treino
12029,treino
12030,treino
12031,teste
12032,teste
12033,treino
12034,treino
12035,treino
12036,treino
12037,treino
12038,treino
12039,treino
12040,treino
12041,validacao
12042,validacao
12043,treino
12044,treino
12045,treino
12046,treino
12047,treino
12048,treino
12049,validacao
12050,treino
12051,validacao
12052,treino
12053,treino
12054,treino
12055,treino
12056,teste
12057,validacao
12058,teste
12059,treino
12060,treino
12061,treino
12062,validacao
12063,teste
12064,treino
12065,validacao
12066,treino
12067,treino
12068,teste
12069,validacao
12070,treino
12071,validacao
12072,treino
12073,treino
12074,treino
12075,teste
12076,teste
12077,treino
12078,validacao
12079,treino
12080,validacao
12081,treino
12082,treino
12083,teste
12084,treino
12085,treino
12086,treino
12087,validacao
12088,treino
12089,validacao
12090,treino
12091,validacao
12092,validacao
12093,treino
12094,teste
12095,treino
12096,treino
12097,teste
12098,validacao
12099,treino
12100,treino
12101,teste
12102,validacao
12103,teste
12104,validacao
12105,teste
12106,teste
12107,validacao
12108,teste
12109,teste
12110,treino
12111,treino
12112,treino
12113,treino
12114,teste
12115,treino
12116,teste
12117,validacao
12118,teste
12119,validacao
12120,treino
12121,treino
12122,treino
12123,validacao
12124,treino
12125,validacao
12126,validacao
12127,teste
12128,treino
12129,teste
12130,treino
12131,treino
12132,treino
12133,treino
12134,treino
12135,treino
12136,treino
12137,treino
12138,treino
12139,validacao
12140,treino
12141,treino
12142,teste
12143,treino
12144,validacao
12145,validacao
12146,treino
12147,treino
12148,treino
12149,treino
12150,validacao
12151,treino
12152,treino
12153,treino
12154,treino
12155,treino
12156,teste
12157,treino
12158,treino
12159,teste
12160,teste
12161,validacao
12162,validacao
12163,treino
12164,validacao
12165,treino
12166,teste
12167,validacao
12168,validacao
12169,teste
12170,treino
12171,treino
12172,treino
12173,validacao
12174,treino
12175,teste
12176,treino
12177,validacao
12178,validacao
12179,teste
12180,validacao
12181,treino
12182,validacao
12183,treino
12184,treino
12185,treino
12186,validacao
12187,treino
12188,treino
12189,treino
12190,treino
12191,validacao
12192,teste
12193,validacao
12194,treino
12195,treino
12196,treino
12197,treino
12198,treino
12199,treino
12200,treino
12201,treino
12202,treino
12203,teste
12204,treino
12205,treino
12206,treino
12207,validacao
12208,validacao
12209,treino
12210,validacao
12211,treino
12212,teste
12213,validacao
12214,treino
12215,treino
12216,validacao
12217,treino
12218,treino
12219,teste
12220,treino
12221,treino
12222,treino
12223,treino
12224,validacao
12225,treino
12226,teste
12227,validacao
12228,validacao
12229,treino
12230,teste
12231,treino
12232,treino
12233,teste
12234,teste
12235,treino
12236,validacao
12237,treino
12238,treino
12239,validacao
12240,validacao
12241,treino
12242,treino
12243,teste
12244,treino
12245,validacao
12246,teste
12247,treino
12248,treino
12249,treino
12250,treino
12251,treino
12252,teste
12253,teste
12254,validacao
12255,treino
12256,treino
12257,treino
12258,treino
12259,teste
12260,treino
12261,treino
12262,treino
12263,treino
12264,validacao
12265,treino
12266,treino
12267,treino
12268,treino
12269,treino
12270,treino
12271,treino
12272,validacao
12273,treino
12274,treino
12275,validacao
12276,treino
12277,treino
12278,validacao
12279,teste
12280,treino
12281,teste
12282,treino
12283,validacao
12284,treino
12285,teste
12286,treino
12287,treino
12288,treino
12289,teste
12290,treino
12291,teste
12292,teste
12293,treino
12294,treino
12295,treino
12296,validacao
12297,treino
12298,validacao
12299,teste
12300,treino
12301,treino
12302,treino
12303,treino
12304,treino
12305,teste
12306,treino
12307,treino
12308,treino
12309,treino
12310,treino
12311,treino
12312,treino
12313,treino
12314,validacao
12315,teste
12316,teste
12317,treino
12318,treino
12319,validacao
12320,treino
12321,treino
12322,treino
12323,treino
12324,validacao
12325,treino
12326,teste
12327,treino
12328,treino
12329,treino
12330,teste
12331,validacao
12332,teste
12333,teste
12334,treino
12335,treino
12336,treino
12337,treino
12338,treino
12339,teste
12340,teste
12341,validacao
12342,treino
12343,treino
12344,treino
12345,treino
12346,treino
12347,validacao
12348,treino
12349,treino
12350,treino
12351,validacao
12352,treino
12353,treino
12354,teste
12355,treino
12356,treino
12357,teste
12358,treino
12359,treino
12360,treino
12361,treino
12362,treino
12363,treino
12364,treino
12365,treino
12366,treino
12367,validacao
12368,teste
12369,treino
12370,treino
12371,treino
12372,teste
12373,validacao
12374,validacao
12375,treino
12376,treino
12377,teste
12378,treino
12379,validacao
12380,validacao
12381,treino
12382,validacao
12383,treino
12384,teste
12385,treino
12386,treino
12387,treino
12388,treino
12389,teste
12390,treino
12391,teste
12392,treino
12393,validacao
12394,teste
12395,treino
12396,treino
12397,treino
12398,treino
12399,treino
12400,teste
12401,treino
12402,treino
12403,treino
12404,treino
12405,teste
12406,teste
12407,treino
12408,treino
12409,teste
12410,treino
12411,teste
12412,teste
12413,treino
12414,treino
12415,treino
12416,treino
12417,treino
12418,treino
12419,teste
12420,treino
12421,validacao
12422,validacao
12423,validacao
12424,treino
12425,teste
12426,treino
12427,treino
12428,treino
12429,treino
12430,treino
12431,treino
12432,validacao
12433,validacao
12434,treino
12435,treino
12436,teste
12437,treino
12438,validacao
12439,validacao
12440,validacao
12441,validacao
12442,treino
12443,treino
12444,treino
12445,teste
12446,teste
12447,validacao
12448,validacao
12449,validacao
12450,treino
12451,treino
12452,validacao
12453,teste
12454,teste
12455,validacao
12456,validacao
12457,treino
12458,treino
12459,treino
12460,treino
12461,treino
12462,teste
12463,treino
12464,treino
12465,teste
12466,teste
12467,teste
12468,treino
12469,treino
12470,teste
12471,validacao
12472,teste
12473,teste
12474,treino
12475,validacao
12476,teste
12477,treino
12478,treino
12479,treino
12480,teste
12481,treino
12482,treino
12483,treino
12484,treino
12485,teste
12486,treino
12487,validacao
12488,treino
12489,validacao
12490,treino
12491,teste
12492,validacao
12493,teste
12494,teste
12495,treino
12496,teste
12497,treino
12498,teste
12499,treino
12500,treino
12501,treino
12502,treino
12503,teste
12504,treino
12505,treino
12506,treino
12507,validacao
12508,teste
12509,treino
12510,validacao
12511,teste
12512,teste
12513,treino
12514,treino
12515,treino
12516,validacao
12517,treino
12518,treino
12519,validacao
12520,treino
12521,teste
12522,treino
12523,treino
12524,treino
12525,treino
12526,validacao
12527,treino
12528,treino
12529,teste
12530,treino
12531,treino
12532,validacao
12533,validacao
12534,treino
12535,treino
12536,validacao
12537,treino
12538,teste
12539,treino
12540,treino
12541,treino
12542,treino
12543,treino
12544,treino
12545,validacao
12546,teste
12547,validacao
12548,treino
12549,treino
12550,treino
12551,treino
12552,treino
12553,treino
12554,treino
12555,teste
12556,treino
12557,treino
12558,validacao
12559,validacao
12560,validacao
12561,validacao
12562,treino
12563,treino
12564,treino
12565,treino
12566,treino
12567,teste
12568,treino
12569,treino
12570,validacao
12571,treino
12572,validacao
12573,validacao
12574,treino
12575,validacao
12576,treino
12577,validacao
12578,treino
12579,treino
12580,validacao
12581,teste
12582,treino
12583,teste
12584,treino
12585,validacao
12586,teste
12587,treino
12588,treino
12589,validacao
12590,treino
12591,validacao
12592,validacao
12593,teste
12594,validacao
12595,treino
12596,teste
12597,treino
12598,treino
12599,teste
12600,treino
12601,validacao
12602,validacao
12603,treino
12604,treino
12605,validacao
12606,treino
12607,validacao
12608,treino
12609,treino
12610,teste
12611,teste
12612,treino
12613,treino
12614,treino
12615,treino
12616,treino
12617,teste
12618,treino
12619,treino
12620,treino
12621,treino
12622,treino
12623,teste
12624,treino
12625,treino
12626,teste
12627,treino
12628,validacao
12629,validacao
12630,treino
12631,treino
12632,treino
12633,validacao
12634,validacao
12635,treino
12636,treino
12637,teste
12638,treino
12639,teste
12640,treino
12641,treino
12642,treino
12643,validacao
12644,teste
12645,validacao
12646,treino
12647,treino
12648,treino
12649,treino
12650,treino
12651,validacao
12652,validacao
12653,teste
12654,treino
12655,validacao
12656,teste
12657,treino
12658,validacao
12659,treino
12660,treino
12661,validacao
12662,treino
12663,treino
12664,treino
12665,validacao
12666,validacao
12667,teste
12668,teste
12669,treino
12670,treino
12671,teste
12672,validacao
12673,teste
12674,treino
12675,treino
12676,treino
12677,validacao
12678,teste
12679,treino
12680,validacao
12681,treino
12682,treino
12683,validacao
12684,teste
12685,validacao
12686,teste
12687,treino
12688,teste
12689,teste
12690,validacao
12691,treino
12692,teste
12693,treino
12694,teste
12695,treino
12696,validacao
12697,treino
12698,treino
12699,teste
12700,treino
12701,treino
12702,treino
12703,treino
12704,treino
12705,validacao
12706,validacao
12707,treino
12708,treino
12709,treino
12710,validacao
12711,validacao
12712,teste
12713,validacao
12714,teste
12715,validacao
12716,teste
12717,teste
12718,teste
12719,validacao
12720,teste
12721,treino
12722,teste
12723,treino
12724,treino
12725,treino
12726,validacao
12727,treino
12728,treino
12729,treino
12730,treino
12731,treino
12732,treino
12733,teste
12734,treino
12735,teste
12736,treino
12737,teste
12738,validacao
12739,validacao
12740,validacao
12741,treino
12742,treino
12743,validacao
12744,validacao
12745,treino
12746,treino
12747,treino
12748,validacao
12749,validacao
12750,teste
12751,validacao
12752,treino
12753,validacao
12754,treino
12755,teste
12756,treino
12757,treino
12758,teste
12759,teste
12760,teste
12761,validacao
12762,validacao
12763,teste
12764,treino
12765,treino
12766,teste
12767,treino
12768,validacao
12769,treino
12770,treino
12771,treino
12772,treino
12773,treino
12774,teste
12775,validacao
12776,treino
12777,treino
12778,validacao
12779,validacao
12780,treino
12781,treino
12782,treino
12783,treino
12784,validacao
12785,validacao
12786,treino
12787,validacao
12788,treino
12789,treino
12790,treino
12791,treino
12792,teste
12793,treino
12794,treino
12795,treino
12796,treino
12797,teste
12798,teste
12799,validacao
12800,teste
12801,treino
12802,treino
12803,treino
12804,treino
12805,validacao
12806,treino
12807,treino
12808,treino
12809,treino
12810,treino
12811,validacao
12812,teste
12813,treino
12814,teste
12815,validacao
12816,treino
12817,treino
12818,treino
12819,teste
12820,teste
12821,validacao
12822,treino
12823,treino
12824,treino
12825,treino
12826,treino
12827,treino
12828,treino
12829,validacao
12830,treino
12831,treino
12832,treino
12833,teste
12834,validacao
12835,treino
12836,validacao
12837,teste
12838,validacao
12839,validacao
12840,validacao
12841,treino
12842,teste
12843,treino
12844,treino
12845,validacao
12846,treino
12847,treino
12848,treino
12849,treino
12850,validacao
12851,treino
12852,validacao
12853,validacao
12854,validacao
12855,treino
12856,treino
12857,teste
12858,treino
12859,teste
12860,teste
12861,teste
12862,treino
12863,treino
12864,validacao
12865,validacao
12866,validacao
12867,treino
12868,treino
12869,treino
12870,teste
12871,validacao
12872,treino
12873,treino
12874,validacao
12875,treino
12876,treino
12877,validacao
12878,teste
12879,treino
12880,treino
12881,treino
12882,treino
12883,validacao
12884,teste
12885,validacao
12886,teste
12887,validacao
12888,treino
12889,teste
12890,teste
12891,treino
12892,teste
12893,treino
12894,treino
12895,treino
12896,treino
12897,treino
12898,treino
12899,treino
12900,teste
12901,validacao
12902,teste
12903,teste
12904,treino
12905,treino
12906,treino
12907,treino
12908,teste
12909,treino
12910,treino
12911,treino
12912,treino
12913,treino
12914,treino
12915,validacao
12916,treino
12917,treino
12918,treino
12919,treino
12920,treino
12921,treino
12922,treino
12923,treino
12924,treino
12925,teste
12926,validacao
12927,treino
12928,treino
12929,validacao
12930,treino
12931,treino
12932,treino
12933,treino
12934,validacao
12935,treino
12936,teste
12937,validacao
12938,teste
12939,treino
12940,treino
12941,teste
12942,validacao
12943,treino
12944,treino
12945,treino
12946,treino
12947,validacao
12948,treino
12949,treino
12950,teste
12951,treino
12952,validacao
12953,treino
12954,treino
12955,validacao
12956,treino
12957,treino
12958,treino
12959,treino
12960,treino
12961,treino
12962,validacao
12963,treino
12964,treino
12965,treino
12966,treino
12967,validacao
12968,validacao
12969,treino
12970,treino
12971,treino
12972,treino
12973,teste
12974,teste
12975,treino
12976,treino
12977,treino
12978,treino
12979,validacao
12980,teste
12981,teste
12982,treino
12983,teste
12984,validacao
12985,validacao
12986,treino
12987,treino
12988,teste
12989,teste
12990,treino
12991,validacao
12992,treino
12993,teste
12994,validacao
12995,treino
12996,teste
12997,treino
12998,treino
12999,treino
13000,treino
13001,validacao
13002,treino
13003,treino
13004,validacao
13005,teste
13006,treino
13007,validacao
13008,treino
13009,treino
13010,validacao
13011,validacao
13012,validacao
13013,treino
13014,treino
13015,validacao
13016,treino
13017,treino
13018,validacao
13019,validacao
13020,treino
13021,treino
13022,treino
13023,teste
13024,teste
13025,treino
13026,treino
13027,treino
13028,treino
13029,validacao
13030,treino
13031,treino
13032,treino
13033,validacao
13034,validacao
13035,treino
13036,teste
13037,validacao
13038,teste
13039,treino
13040,validacao
13041,treino
13042,treino
13043,treino
13044,teste
13045,teste
13046,teste
13047,treino
13048,validacao
13049,treino
13050,teste
13051,treino
13052,treino
13053,treino
13054,treino
13055,teste
13056,treino
13057,teste
13058,validacao
13059,treino
13060,treino
13061,treino
13062,treino
13063,teste
13064,treino
13065,treino
13066,teste
13067,treino
13068,teste
13069,treino
13070,treino
13071,treino
13072,treino
13073,teste
13074,treino
13075,validacao
13076,validacao
13077,treino
13078,treino
13079,treino
13080,treino
13081,treino
13082,treino
13083,treino
13084,teste
13085,treino
13086,validacao
13087,treino
13088,treino
13089,treino
13090,treino
13091,validacao
13092,treino
13093,treino
13094,treino
13095,validacao
13096,treino
13097,validacao
13098,treino
13099,treino
13100,treino
13101,treino
13102,teste
13103,treino
13104,treino
13105,treino
13106,validacao
13107,teste
13108,treino
13109,treino
13110,treino
13111,treino
13112,treino
13113,teste
13114,treino
13115,treino
13116,treino
13117,validacao
13118,treino
13119,teste
13120,treino
13121,teste
13122,treino
13123,treino
13124,treino
13125,validacao
13126,treino
13127,teste
13128,treino
13129,validacao
13130,treino
13131,treino
13132,treino
13133,treino
13134,treino
13135,treino
13136,treino
13137,treino
13138,treino
13139,teste
13140,validacao
13141,treino
13142,treino
13143,treino
13144,teste
13145,treino
13146,treino
13147,teste
13148,teste
13149,treino
13150,validacao
13151,validacao
13152,teste
13153,treino
13154,validacao
13155,teste
13156,validacao
13157,validacao
13158,treino
13159,treino
13160,validacao
13161,teste
13162,treino
13163,treino
13164,validacao
13165,treino
13166,treino
13167,validacao
13168,treino
13169,treino
13170,teste
13171,treino
13172,validacao
13173,treino
13174,treino
13175,validacao
13176,validacao
13177,treino
13178,teste
13179,teste
13180,validacao
13181,treino
13182,treino
13183,validacao
13184,teste
13185,teste
13186,validacao
13187,treino
13188,teste
13189,treino
13190,validacao
13191,validacao
13192,teste
13193,treino
13194,treino
13195,validacao
13196,validacao
13197,treino
13198,teste
13199,treino
13200,validacao
13201,treino
13202,treino
13203,validacao
13204,teste
13205,teste
13206,treino
13207,teste
13208,treino
13209,treino
13210,teste
13211,treino
13212,teste
13213,validacao
13214,treino
13215,treino
13216,validacao
13217,teste
13218,validacao
13219,validacao
13220,validacao
13221,validacao
13222,treino
13223,teste
13224,validacao
13225,treino
13226,validacao
13227,treino
13228,treino
13229,teste
13230,treino
13231,teste
13232,treino
13233,validacao
13234,validacao
13235,treino
13236,teste
13237,treino
13238,treino
13239,treino
13240,teste
13241,validacao
13242,treino
13243,treino
13244,validacao
13245,validacao
13246,validacao
13247,treino
13248,treino
13249,treino
13250,treino
13251,treino
13252,treino
13253,treino
13254,treino
13255,treino
13256,treino
13257,treino
13258,treino
13259,validacao
13260,teste
13261,teste
13262,treino
13263,validacao
13264,validacao
13265,treino
13266,teste
13267,treino
13268,treino
13269,treino
13270,treino
13271,treino
13272,validacao
13273,treino
13274,validacao
13275,validacao
13276,validacao
13277,treino
13278,teste
13279,treino
13280,teste
13281,validacao
13282,teste
13283,teste
13284,treino
13285,treino
13286,treino
13287,treino
13288,treino
13289,teste
13290,validacao
13291,treino
13292,teste
13293,teste
13294,treino
13295,validacao
13296,treino
13297,teste
13298,validacao
13299,treino
13300,treino
13301,treino
13302,teste
13303,treino
13304,treino
13305,treino
13306,treino
13307,treino
13308,validacao
13309,teste
13310,validacao
13311,treino
13312,teste
13313,validacao
13314,treino
13315,validacao
13316,treino
13317,treino
13318,teste
13319,validacao
13320,treino
13321,teste
13322,validacao
13323,treino
13324,teste
13325,treino
13326,treino
13327,treino
13328,teste
13329,treino
13330,treino
13331,validacao
13332,treino
13333,treino
13334,treino
13335,teste
13336,treino
13337,treino
13338,treino
13339,validacao
13340,treino
13341,treino
13342,treino
13343,validacao
13344,treino
13345,teste
13346,teste
13347,validacao
13348,treino
13349,treino
13350,treino
13351,teste
13352,treino
13353,treino
13354,treino
13355,treino
13356,treino
13357,teste
13358,teste
13359,treino
13360,treino
13361,treino
13362,teste
13363,treino
13364,treino
13365,treino
13366,validacao
13367,treino
13368,teste
13369,teste
13370,treino
13371,validacao
13372,treino
13373,teste
13374,treino
13375,treino
13376,treino
13377,treino
13378,treino
13379,treino
13380,validacao
13381,treino
13382,validacao
13383,teste
13384,treino
13385,treino
13386,validacao
13387,treino
13388,treino
13389,treino
13390,treino
13391,treino
13392,treino
13393,treino
13394,teste
13395,treino
13396,teste
13397,validacao
13398,treino
13399,validacao
13400,teste
13401,teste
13402,treino
13403,treino
13404,validacao
13405,treino
13406,treino
13407,treino
13408,validacao
13409,treino
13410,treino
13411,treino
13412,treino
13413,treino
13414,validacao
13415,treino
13416,treino
13417,treino
13418,treino
13419,treino
13420,teste
13421,treino
13422,treino
13423,teste
13424,treino
13425,treino
13426,treino
13427,treino
13428,treino
13429,validacao
13430,treino
13431,treino
13432,teste
13433,teste
13434,treino
13435,treino
13436,treino
13437,teste
13438,treino
13439,treino
13440,validacao
13441,treino
13442,teste
13443,treino
13444,validacao
13445,treino
13446,validacao
13447,treino
13448,treino
13449,treino
13450,validacao
13451,treino
13452,validacao
13453,treino
13454,teste
13455,validacao
13456,treino
13457,teste
13458,validacao
13459,teste
13460,treino
13461,teste
13462,treino
13463,teste
13464,treino
13465,teste
13466,treino
13467,treino
13468,treino
13469,validacao
13470,teste
13471,treino
13472,treino
13473,treino
13474,treino
13475,treino
13476,treino
13477,treino
13478,teste
13479,validacao
13480,validacao
13481,validacao
13482,treino
13483,treino
13484,treino
13485,treino
13486,validacao
13487,validacao
13488,teste
13489,treino
13490,treino
13491,treino
13492,validacao
13493,treino
13494,validacao
13495,teste
13496,treino
13497,teste
13498,treino
13499,treino
13500,treino
13501,treino
13502,treino
13503,validacao
13504,treino
13505,treino
13506,validacao
13507,treino
13508,treino
13509,teste
13510,validacao
13511,treino
13512,teste
13513,treino
13514,treino
13515,validacao
13516,treino
13517,teste
13518,teste
13519,treino
13520,treino
13521,teste
13522,teste
13523,teste
13524,treino
13525,treino
13526,treino
13527,treino
13528,treino
13529,treino
13530,validacao
13531,treino
13532,treino
13533,treino
13534,treino
13535,treino
13536,treino
13537,teste
13538,treino
13539,treino
13540,teste
13541,treino
13542,teste
13543,validacao
13544,teste
13545,treino
13546,treino
13547,treino
13548,treino
13549,validacao
13550,treino
13551,treino
13552,teste
13553,teste
13554,validacao
13555,treino
13556,teste
13557,treino
13558,treino
13559,validacao
13560,teste
13561,treino
13562,treino
13563,treino
13564,treino
13565,treino
13566,treino
13567,treino
13568,teste
13569,treino
13570,treino
13571,teste
13572,treino
13573,validacao
13574,teste
13575,teste
13576,treino
13577,validacao
13578,treino
13579,validacao
13580,teste
13581,treino
13582,treino
13583,treino
13584,treino
13585,teste
13586,treino
13587,treino
13588,treino
13589,treino
13590,validacao
13591,treino
13592,treino
13593,validacao
13594,teste
13595,treino
13596,teste
13597,validacao
13598,treino
13599,validacao
13600,treino
13601,teste
13602,treino
13603,treino
13604,treino
13605,validacao
13606,validacao
13607,treino
13608,teste
13609,treino
13610,teste
13611,treino
13612,teste
13613,treino
13614,treino
13615,validacao
13616,treino
13617,teste
13618,treino
13619,teste
13620,validacao
13621,treino
13622,treino
13623,treino
13624,validacao
13625,validacao
13626,treino
13627,treino
13628,treino
13629,treino
13630,treino
13631,treino
13632,treino
13633,validacao
13634,treino
13635,teste
13636,validacao
13637,treino
13638,treino
13639,teste
13640,treino
13641,treino
13642,teste
13643,treino
13644,treino
13645,validacao
13646,treino
13647,treino
13648,treino
13649,treino
13650,teste
13651,validacao
13652,treino
13653,teste
13654,treino
13655,treino
13656,validacao
13657,treino
13658,treino
13659,treino
13660,treino
13661,treino
13662,validacao
13663,treino
13664,teste
13665,teste
13666,treino
13667,treino
13668,treino
13669,teste
13670,treino
13671,treino
13672,validacao
13673,validacao
13674,validacao
13675,treino
13676,treino
13677,treino
13678,treino
13679,validacao
13680,treino
13681,treino
13682,treino
13683,treino
13684,treino
13685,validacao
13686,treino
13687,treino
13688,treino
13689,treino
13690,validacao
13691,treino
13692,treino
13693,teste
13694,treino
13695,treino
13696,teste
13697,treino
13698,treino
13699,treino
13700,treino
13701,treino
13702,treino
13703,treino
13704,validacao
13705,treino
13706,teste
13707,treino
13708,treino
13709,teste
13710,teste
13711,treino
13712,treino
13713,treino
